txn_id,investor_id,scheme_code,txn_date,amount,txn_type,age_band,income_bucket,city_tier,state
22877,882,153456,2024-12-20,45753.91,SIP,25-34,10L-20L,Tier 3,Karnataka
22878,2561,129876,2026-04-06,466707.89,Redemption,65+,< 5L,Tier 1,Kerala
22879,4641,144321,2023-08-20,255064.49,Redemption,35-44,< 5L,Tier 3,Tamil Nadu
22880,596,151234,2023-08-20,493476.5,Redemption,18-24,50L+,Tier 3,Delhi
22881,3418,138543,2024-01-03,710141.67,Lumpsum,45-54,5L-10L,Tier 3,Karnataka
22882,87,153456,2025-08-14,395870.96,Lumpsum,18-24,50L+,Tier 2,Madhya Pradesh
22883,1318,149012,2023-04-11,28720.24,SIP,45-54,50L+,Tier 2,Tamil Nadu
22884,1668,151234,2022-01-08,5761.82,SIP,18-24,5L-10L,Tier 1,Uttar Pradesh
22885,509,152167,2025-01-16,28223.84,SIP,45-54,50L+,Tier 3,Gujarat
22886,4567,141234,2025-09-13,32525.42,SIP,65+,< 5L,Tier 3,Gujarat
22887,1328,134567,2024-11-28,14381.21,SIP,18-24,5L-10L,Tier 3,Rajasthan
22888,882,119418,2024-02-07,19461.19,SIP,25-34,10L-20L,Tier 3,Karnataka
22889,200,151234,2024-03-02,1058.43,SIP,25-34,10L-20L,Tier 3,Telangana
22890,2847,153456,2023-05-28,596411.03,Lumpsum,65+,50L+,Tier 2,Gujarat
22891,1867,140987,2024-05-05,28424.75,SIP,55-64,5L-10L,Tier 3,Rajasthan
22892,4612,122639,2023-01-24,1735.91,SIP,55-64,50L+,Tier 3,Delhi
22893,4369,124567,2025-11-28,404684.74,Redemption,55-64,< 5L,Tier 2,Uttar Pradesh
22894,2676,138543,2025-03-25,5939.13,SIP,25-34,50L+,Tier 2,Telangana
22895,1835,153456,2026-01-21,534540.03,Lumpsum,65+,50L+,Tier 3,Uttar Pradesh
22896,1581,142517,2024-05-25,31022.1,SIP,45-54,20L-50L,Tier 1,Delhi
22897,3990,135773,2025-10-16,101410.34,Lumpsum,45-54,< 5L,Tier 2,Delhi
22898,3285,121098,2025-09-30,465861.35,Redemption,55-64,5L-10L,Tier 1,Karnataka
22899,254,132198,2024-01-20,14770.52,SIP,25-34,20L-50L,Tier 2,Haryana
22900,4679,140987,2023-11-02,14746.81,SIP,55-64,20L-50L,Tier 2,Kerala
22901,4832,135773,2026-04-04,19956.84,SIP,55-64,5L-10L,Tier 2,Delhi
22902,4592,124567,2025-08-02,25892.59,SIP,25-34,20L-50L,Tier 1,Kerala
22903,1186,121098,2024-01-19,133598.15,Redemption,55-64,10L-20L,Tier 1,Uttar Pradesh
22904,3195,154321,2023-02-16,37863.86,SIP,55-64,< 5L,Tier 2,Delhi
22905,106,125497,2022-09-15,334078.19,Redemption,65+,10L-20L,Tier 3,Maharashtra
22906,1922,141234,2025-04-19,62598.15,Lumpsum,25-34,50L+,Tier 3,Delhi
22907,4461,129876,2023-08-01,9758.6,SIP,35-44,5L-10L,Tier 3,Karnataka
22908,2999,120987,2026-02-01,190399.43,Lumpsum,55-64,5L-10L,Tier 1,Karnataka
22909,1327,148540,2026-01-15,40379.28,SIP,35-44,20L-50L,Tier 2,Uttar Pradesh
22910,4139,121098,2024-05-15,438115.62,Redemption,35-44,< 5L,Tier 2,Uttar Pradesh
22911,948,136789,2025-01-26,18589.01,SIP,18-24,5L-10L,Tier 3,Tamil Nadu
22912,4402,121098,2025-02-17,8334.37,SIP,65+,5L-10L,Tier 1,Haryana
22913,3943,138543,2026-02-04,451871.3,Lumpsum,45-54,< 5L,Tier 2,Karnataka
22914,4986,138543,2022-05-15,34512.16,SIP,25-34,10L-20L,Tier 2,Rajasthan
22915,1136,122639,2024-04-13,20455.1,SIP,45-54,50L+,Tier 1,Haryana
22916,1586,137654,2022-03-31,12178.11,SIP,45-54,< 5L,Tier 1,Telangana
22917,1058,132198,2023-06-07,194269.52,Redemption,65+,20L-50L,Tier 2,Gujarat
22918,4288,141234,2023-06-01,958712.22,Lumpsum,18-24,50L+,Tier 2,West Bengal
22919,3752,123456,2022-03-13,549395.86,Lumpsum,25-34,20L-50L,Tier 1,Tamil Nadu
22920,4741,139847,2025-04-21,22696.13,SIP,18-24,20L-50L,Tier 2,Kerala
22921,880,118765,2022-03-20,450095.69,Lumpsum,25-34,5L-10L,Tier 1,Rajasthan
22922,3458,151234,2026-02-10,488767.93,Lumpsum,45-54,10L-20L,Tier 2,Maharashtra
22923,4395,137654,2025-04-12,26987.31,SIP,25-34,50L+,Tier 1,Karnataka
22924,4657,141234,2024-10-25,286906.27,Redemption,35-44,< 5L,Tier 1,Tamil Nadu
22925,4743,146783,2024-04-27,34088.59,SIP,55-64,< 5L,Tier 2,Gujarat
22926,698,118834,2023-04-23,17820.9,SIP,18-24,10L-20L,Tier 3,Maharashtra
22927,3932,129876,2025-07-31,33006.01,SIP,35-44,50L+,Tier 2,Haryana
22928,4927,153456,2024-08-15,35003.79,SIP,55-64,50L+,Tier 1,Telangana
22929,2511,135773,2026-02-16,15232.61,SIP,18-24,5L-10L,Tier 2,Gujarat
22930,260,119418,2024-02-01,36813.58,SIP,65+,10L-20L,Tier 1,Telangana
22931,3238,119418,2025-10-22,43642.92,SIP,55-64,50L+,Tier 1,Kerala
22932,4364,147210,2024-07-11,12709.93,SIP,18-24,< 5L,Tier 1,Uttar Pradesh
22933,1125,134567,2023-10-15,650606.85,Lumpsum,25-34,50L+,Tier 3,Karnataka
22934,184,149012,2024-02-16,174769.48,Redemption,65+,5L-10L,Tier 3,Karnataka
22935,1933,120987,2025-02-17,775881.6,Lumpsum,65+,< 5L,Tier 2,Kerala
22936,1927,122639,2025-09-06,28673.85,SIP,65+,5L-10L,Tier 3,Rajasthan
22937,607,133322,2025-03-27,91991.28,Lumpsum,35-44,10L-20L,Tier 1,Delhi
22938,1310,115678,2024-11-26,450925.88,Redemption,55-64,5L-10L,Tier 3,West Bengal
22939,3859,136789,2022-09-17,55695.6,Lumpsum,35-44,< 5L,Tier 2,Haryana
22940,1773,150345,2026-04-03,206898.15,Lumpsum,35-44,50L+,Tier 1,Madhya Pradesh
22941,4351,133322,2025-09-10,40464.78,SIP,18-24,20L-50L,Tier 2,Rajasthan
22942,4050,124567,2022-09-06,1653.31,SIP,55-64,10L-20L,Tier 1,Madhya Pradesh
22943,2938,135773,2025-10-08,16635.18,SIP,45-54,20L-50L,Tier 3,West Bengal
22944,1656,146783,2025-08-31,702896.1,Lumpsum,55-64,5L-10L,Tier 2,Tamil Nadu
22945,3653,125497,2025-09-29,35392.02,SIP,45-54,10L-20L,Tier 3,Tamil Nadu
22946,1913,150345,2023-11-03,25772.98,SIP,25-34,50L+,Tier 2,Haryana
22947,4695,143256,2023-11-26,279176.59,Redemption,25-34,5L-10L,Tier 3,Gujarat
22948,1605,147210,2023-11-13,11918.22,SIP,65+,< 5L,Tier 2,Gujarat
22949,2073,152167,2022-12-21,37143.07,SIP,18-24,50L+,Tier 2,Tamil Nadu
22950,255,153456,2026-04-17,974480.14,Lumpsum,65+,5L-10L,Tier 2,Tamil Nadu
22951,804,118834,2026-04-26,50428.28,Redemption,35-44,20L-50L,Tier 3,West Bengal
22952,1039,152167,2026-04-20,47998.84,SIP,25-34,5L-10L,Tier 3,Gujarat
22953,4134,152167,2023-11-11,268445.53,Lumpsum,18-24,10L-20L,Tier 2,Uttar Pradesh
22954,2387,149012,2022-04-28,32662.23,SIP,25-34,5L-10L,Tier 3,Telangana
22955,4895,116543,2026-03-31,143631.32,Lumpsum,45-54,< 5L,Tier 2,Maharashtra
22956,4958,144321,2024-04-20,14258.62,SIP,25-34,20L-50L,Tier 2,Madhya Pradesh
22957,157,128472,2022-06-11,396979.05,Redemption,25-34,50L+,Tier 3,Tamil Nadu
22958,162,140987,2025-07-03,25456.79,SIP,55-64,5L-10L,Tier 3,Rajasthan
22959,4719,133322,2022-09-09,33964.41,SIP,65+,5L-10L,Tier 1,Rajasthan
22960,862,120987,2026-01-13,228708.79,Redemption,35-44,< 5L,Tier 3,Gujarat
22961,659,116543,2023-01-17,8865.93,SIP,25-34,5L-10L,Tier 1,Karnataka
22962,2992,153456,2023-04-01,11016.88,SIP,45-54,< 5L,Tier 3,Telangana
22963,1855,129876,2024-03-10,24855.91,SIP,18-24,5L-10L,Tier 3,Uttar Pradesh
22964,2297,136789,2024-03-28,10765.99,SIP,18-24,5L-10L,Tier 3,Uttar Pradesh
22965,750,144321,2022-10-17,39745.35,SIP,25-34,< 5L,Tier 3,Tamil Nadu
22966,3865,121098,2022-06-14,41664.95,SIP,18-24,< 5L,Tier 1,Tamil Nadu
22967,246,145672,2024-11-17,47604.77,SIP,55-64,< 5L,Tier 1,Uttar Pradesh
22968,3529,135773,2024-08-10,36666.61,SIP,18-24,50L+,Tier 3,Kerala
22969,2432,119418,2025-09-12,234088.83,Lumpsum,18-24,< 5L,Tier 2,Maharashtra
22970,1639,119418,2022-08-10,17948.07,SIP,35-44,50L+,Tier 2,Telangana
22971,4080,139847,2023-05-06,159470.47,Redemption,65+,50L+,Tier 2,Uttar Pradesh
22972,1315,125497,2025-10-19,256036.4,Lumpsum,45-54,5L-10L,Tier 1,Madhya Pradesh
22973,2126,152167,2023-10-16,1722.5,SIP,55-64,20L-50L,Tier 3,Karnataka
22974,3188,138543,2025-01-22,39011.44,SIP,35-44,20L-50L,Tier 1,Uttar Pradesh
22975,2604,148540,2023-10-28,36512.19,Redemption,45-54,< 5L,Tier 1,Tamil Nadu
22976,1296,136789,2024-11-12,152953.04,Lumpsum,25-34,10L-20L,Tier 2,Uttar Pradesh
22977,562,128472,2025-05-21,555178.88,Lumpsum,55-64,5L-10L,Tier 2,Rajasthan
22978,1500,137654,2023-10-20,17946.13,SIP,45-54,50L+,Tier 2,Gujarat
22979,4800,150345,2023-05-02,48290.46,SIP,65+,< 5L,Tier 3,Madhya Pradesh
22980,4838,128472,2022-11-12,640167.33,Lumpsum,18-24,10L-20L,Tier 1,Haryana
22981,1218,149012,2025-06-06,29427.63,SIP,25-34,10L-20L,Tier 2,Maharashtra
22982,1979,122639,2024-05-27,3818.09,SIP,35-44,20L-50L,Tier 2,Uttar Pradesh
22983,3074,136789,2022-03-26,277588.1,Redemption,35-44,10L-20L,Tier 2,Madhya Pradesh
22984,3523,144321,2024-11-09,160505.17,Lumpsum,45-54,10L-20L,Tier 1,Haryana
22985,1372,119418,2024-10-16,433412.08,Redemption,25-34,10L-20L,Tier 2,Uttar Pradesh
22986,1636,120987,2022-08-30,18682.2,SIP,35-44,5L-10L,Tier 3,Gujarat
22987,2217,147839,2022-03-19,512584.35,Lumpsum,45-54,50L+,Tier 2,Rajasthan
22988,4125,127890,2023-11-07,18765.17,SIP,18-24,5L-10L,Tier 1,Delhi
22989,3267,128472,2024-01-15,362878.19,Redemption,25-34,10L-20L,Tier 1,Delhi
22990,2402,145672,2022-02-22,4973.17,SIP,65+,5L-10L,Tier 3,West Bengal
22991,1579,123456,2025-07-09,14084.09,SIP,55-64,5L-10L,Tier 1,West Bengal
22992,803,115678,2024-11-01,29274.33,SIP,35-44,< 5L,Tier 1,Telangana
22993,2760,120987,2024-10-01,9611.93,SIP,65+,10L-20L,Tier 2,Madhya Pradesh
22994,4028,136789,2022-06-26,5706.86,SIP,65+,50L+,Tier 1,Telangana
22995,154,136789,2024-12-22,49290.23,SIP,55-64,20L-50L,Tier 2,Maharashtra
22996,3419,143256,2024-03-14,508410.41,Lumpsum,65+,< 5L,Tier 2,Maharashtra
22997,3137,154321,2024-08-31,38773.79,SIP,55-64,50L+,Tier 2,Uttar Pradesh
22998,4481,122639,2024-03-03,44189.97,SIP,65+,50L+,Tier 2,Haryana
22999,1099,119418,2025-04-17,2745.75,SIP,45-54,10L-20L,Tier 1,Delhi
23000,1574,137654,2024-01-25,7464.24,SIP,35-44,50L+,Tier 2,Haryana
23001,3952,116543,2022-04-21,29822.18,SIP,25-34,5L-10L,Tier 3,Karnataka
23002,4487,152167,2022-10-26,41704.94,SIP,35-44,10L-20L,Tier 2,Kerala
23003,2056,150345,2022-02-27,353683.38,Redemption,18-24,50L+,Tier 1,Kerala
23004,1641,127890,2025-04-16,83759.36,Redemption,25-34,20L-50L,Tier 3,Gujarat
23005,2368,142517,2023-07-25,30892.6,SIP,55-64,20L-50L,Tier 3,Telangana
23006,3871,141234,2026-01-22,24238.61,SIP,65+,< 5L,Tier 3,Uttar Pradesh
23007,2574,134567,2023-06-19,3954.58,SIP,45-54,< 5L,Tier 2,Uttar Pradesh
23008,4080,143256,2025-02-09,42001.16,SIP,65+,50L+,Tier 2,Uttar Pradesh
23009,1374,145672,2023-03-17,33223.81,SIP,65+,10L-20L,Tier 1,Tamil Nadu
23010,4825,131234,2025-11-23,47199.59,SIP,35-44,10L-20L,Tier 2,Rajasthan
23011,1821,152167,2022-10-06,40716.43,SIP,45-54,20L-50L,Tier 1,Kerala
23012,4754,144321,2023-08-04,323755.49,Redemption,65+,10L-20L,Tier 2,Delhi
23013,4271,118834,2022-08-20,35343.11,SIP,55-64,10L-20L,Tier 1,Rajasthan
23014,1704,133322,2024-01-31,11072.73,SIP,35-44,20L-50L,Tier 1,Karnataka
23015,1717,123456,2025-08-27,197635.42,Lumpsum,65+,5L-10L,Tier 2,Haryana
23016,4958,124567,2025-11-09,3347.83,SIP,25-34,20L-50L,Tier 2,Madhya Pradesh
23017,528,145672,2023-08-20,7955.45,SIP,45-54,50L+,Tier 3,Uttar Pradesh
23018,682,146783,2026-05-30,321911.77,Redemption,18-24,50L+,Tier 3,Gujarat
23019,2244,149012,2022-10-25,21222.06,Lumpsum,35-44,20L-50L,Tier 1,Haryana
23020,4019,116543,2024-12-14,842803.52,Lumpsum,65+,10L-20L,Tier 2,Rajasthan
23021,2833,119418,2025-12-21,39834.21,SIP,45-54,50L+,Tier 3,Maharashtra
23022,518,115678,2025-02-11,35503.42,SIP,55-64,10L-20L,Tier 3,West Bengal
23023,4115,147210,2026-05-09,46494.18,SIP,18-24,5L-10L,Tier 3,Telangana
23024,3298,143256,2025-10-05,28062.59,SIP,18-24,< 5L,Tier 1,Maharashtra
23025,773,121098,2023-02-25,13289.98,SIP,35-44,50L+,Tier 3,Rajasthan
23026,4543,120987,2025-02-07,20853.32,SIP,45-54,< 5L,Tier 2,Delhi
23027,2444,150345,2025-08-12,374921.64,Redemption,65+,< 5L,Tier 1,Telangana
23028,160,135773,2025-06-19,49775.29,Redemption,55-64,< 5L,Tier 2,Madhya Pradesh
23029,4912,131234,2023-05-25,9377.76,SIP,45-54,20L-50L,Tier 2,Rajasthan
23030,1799,139847,2024-08-24,96514.94,Lumpsum,55-64,5L-10L,Tier 3,Karnataka
23031,327,144321,2025-06-15,37646.58,SIP,45-54,< 5L,Tier 2,Tamil Nadu
23032,369,122639,2025-12-20,367335.98,Lumpsum,35-44,50L+,Tier 3,Maharashtra
23033,2246,128472,2023-03-27,13718.52,SIP,45-54,20L-50L,Tier 3,Rajasthan
23034,3212,144321,2024-08-22,822160.28,Lumpsum,25-34,20L-50L,Tier 3,West Bengal
23035,3936,151234,2025-03-26,233030.41,Redemption,35-44,10L-20L,Tier 2,Rajasthan
23036,2113,139847,2022-03-14,43177.51,Redemption,18-24,20L-50L,Tier 1,Haryana
23037,2085,153456,2023-08-08,25004.68,SIP,35-44,50L+,Tier 3,Uttar Pradesh
23038,4553,118765,2024-08-26,104942.04,Redemption,35-44,< 5L,Tier 2,Maharashtra
23039,3653,135773,2025-09-12,413546.92,Redemption,45-54,10L-20L,Tier 3,Tamil Nadu
23040,1308,143256,2024-01-25,340138.85,Redemption,35-44,10L-20L,Tier 1,Telangana
23041,3031,133322,2024-06-10,177616.32,Lumpsum,18-24,50L+,Tier 3,West Bengal
23042,3819,148540,2026-01-09,513808.22,Lumpsum,25-34,10L-20L,Tier 3,Delhi
23043,2696,123456,2025-10-30,307556.77,Lumpsum,65+,5L-10L,Tier 1,Telangana
23044,1766,146783,2024-12-08,34094.31,SIP,25-34,5L-10L,Tier 2,Madhya Pradesh
23045,2709,118765,2022-08-13,506553.47,Lumpsum,25-34,20L-50L,Tier 1,Maharashtra
23046,947,147839,2024-10-16,419004.24,Lumpsum,65+,10L-20L,Tier 3,Delhi
23047,4808,116543,2024-10-07,20168.12,SIP,55-64,20L-50L,Tier 2,Delhi
23048,2119,119418,2025-07-15,44015.99,SIP,18-24,50L+,Tier 2,Telangana
23049,3204,143256,2024-10-11,47620.84,SIP,55-64,50L+,Tier 1,Rajasthan
23050,1099,153456,2022-01-23,30294.64,SIP,45-54,10L-20L,Tier 1,Delhi
23051,3754,133322,2024-04-23,18334.31,SIP,55-64,50L+,Tier 3,Uttar Pradesh
23052,4918,129876,2024-07-14,190473.03,Redemption,18-24,< 5L,Tier 3,Rajasthan
23053,2980,139847,2023-06-23,449730.71,Lumpsum,25-34,20L-50L,Tier 2,Kerala
23054,2508,140987,2024-02-10,26911.72,SIP,45-54,5L-10L,Tier 3,Madhya Pradesh
23055,3563,124567,2024-01-29,2237.29,SIP,18-24,10L-20L,Tier 3,Kerala
23056,4376,119418,2023-12-03,24252.81,SIP,25-34,20L-50L,Tier 2,Karnataka
23057,122,151234,2025-05-12,72278.3,Lumpsum,55-64,< 5L,Tier 1,West Bengal
23058,997,131234,2026-01-22,973388.67,Lumpsum,18-24,20L-50L,Tier 2,Uttar Pradesh
23059,2236,136789,2026-05-29,10390.88,SIP,25-34,< 5L,Tier 1,Gujarat
23060,1907,123456,2025-10-27,72672.88,Lumpsum,45-54,10L-20L,Tier 1,Gujarat
23061,1348,122639,2026-03-21,816924.5,Lumpsum,35-44,10L-20L,Tier 2,Delhi
23062,860,128472,2025-03-13,637835.39,Lumpsum,65+,50L+,Tier 1,Kerala
23063,1139,153456,2022-08-24,3629.09,SIP,55-64,20L-50L,Tier 2,Uttar Pradesh
23064,1111,146783,2022-06-14,299734.34,Lumpsum,65+,50L+,Tier 2,Telangana
23065,4673,133322,2024-11-04,189708.73,Lumpsum,65+,5L-10L,Tier 3,Madhya Pradesh
23066,4787,118834,2022-07-03,18340.57,SIP,25-34,5L-10L,Tier 1,Gujarat
23067,1253,132198,2024-07-22,517660.06,Lumpsum,25-34,10L-20L,Tier 3,Telangana
23068,4062,118765,2023-04-24,222425.31,Lumpsum,65+,< 5L,Tier 1,Haryana
23069,3084,131234,2023-06-18,19892.49,SIP,55-64,< 5L,Tier 2,Rajasthan
23070,1534,141234,2026-02-11,311569.5,Redemption,25-34,10L-20L,Tier 1,Gujarat
23071,2927,139847,2025-02-26,21953.56,SIP,55-64,5L-10L,Tier 1,Rajasthan
23072,1988,131234,2025-08-07,37683.02,SIP,35-44,50L+,Tier 1,Haryana
23073,1093,115678,2024-01-04,35442.42,SIP,65+,5L-10L,Tier 2,Gujarat
23074,1946,145672,2023-07-17,867926.3,Lumpsum,18-24,50L+,Tier 1,Tamil Nadu
23075,4364,141234,2024-08-29,124134.44,Redemption,18-24,< 5L,Tier 1,Uttar Pradesh
23076,949,148540,2023-06-23,259613.93,Redemption,18-24,10L-20L,Tier 2,Tamil Nadu
23077,1400,148540,2022-11-06,221860.36,Redemption,18-24,5L-10L,Tier 2,West Bengal
23078,2995,149012,2023-01-07,43859.48,SIP,55-64,5L-10L,Tier 3,Kerala
23079,559,121098,2022-09-24,317267.71,Redemption,35-44,< 5L,Tier 2,Haryana
23080,1459,128472,2025-10-15,48817.11,SIP,35-44,10L-20L,Tier 2,Tamil Nadu
23081,2844,154321,2024-09-30,329739.79,Redemption,35-44,20L-50L,Tier 2,Rajasthan
23082,4556,129876,2026-05-25,292057.26,Redemption,35-44,5L-10L,Tier 1,Rajasthan
23083,2762,115678,2023-05-18,16981.96,SIP,65+,5L-10L,Tier 3,Madhya Pradesh
23084,4285,120987,2022-12-30,17165.36,SIP,35-44,10L-20L,Tier 3,Haryana
23085,4118,132198,2025-09-12,24467.85,SIP,55-64,50L+,Tier 3,Maharashtra
23086,1108,135773,2022-12-06,533.37,SIP,65+,20L-50L,Tier 2,Gujarat
23087,3804,120987,2024-05-05,37066.27,SIP,25-34,10L-20L,Tier 2,Tamil Nadu
23088,1773,120987,2023-02-23,284111.03,Lumpsum,35-44,50L+,Tier 1,Madhya Pradesh
23089,4136,128472,2025-09-18,137867.88,Redemption,45-54,10L-20L,Tier 2,Kerala
23090,3545,148540,2022-09-14,7819.25,SIP,65+,50L+,Tier 3,Haryana
23091,4986,137654,2025-09-27,47396.34,SIP,25-34,10L-20L,Tier 2,Rajasthan
23092,1488,149012,2023-06-15,29755.01,SIP,65+,20L-50L,Tier 2,Delhi
23093,4002,128472,2026-03-22,33520.35,Redemption,25-34,< 5L,Tier 1,Rajasthan
23094,2570,137654,2024-10-05,846557.82,Lumpsum,35-44,50L+,Tier 2,Kerala
23095,4460,120987,2022-08-10,288320.33,Redemption,25-34,50L+,Tier 2,Gujarat
23096,3397,148540,2023-03-16,855631.59,Lumpsum,18-24,10L-20L,Tier 3,Delhi
23097,2706,139847,2024-03-14,411260.58,Lumpsum,35-44,5L-10L,Tier 1,Gujarat
23098,4173,148540,2024-07-08,29943.02,SIP,18-24,< 5L,Tier 2,Tamil Nadu
23099,3132,138543,2023-10-18,49939.07,SIP,55-64,20L-50L,Tier 3,Uttar Pradesh
23100,2118,127890,2024-10-15,414222.09,Lumpsum,45-54,10L-20L,Tier 2,Tamil Nadu
23101,4354,125497,2025-03-14,5659.47,SIP,65+,< 5L,Tier 2,Madhya Pradesh
23102,2183,137654,2022-10-03,38933.89,SIP,18-24,< 5L,Tier 1,West Bengal
23103,4291,136789,2022-03-16,23147.3,SIP,25-34,5L-10L,Tier 3,Madhya Pradesh
23104,4039,153456,2023-04-21,22767.85,SIP,18-24,< 5L,Tier 1,Rajasthan
23105,4876,154321,2023-11-21,252935.24,Lumpsum,35-44,< 5L,Tier 1,Karnataka
23106,4132,150345,2024-11-09,434215.96,Redemption,65+,< 5L,Tier 2,Telangana
23107,1497,146783,2023-05-04,415312.8,Lumpsum,65+,10L-20L,Tier 3,Uttar Pradesh
23108,1984,128472,2024-03-16,299515.01,Lumpsum,35-44,10L-20L,Tier 2,Rajasthan
23109,75,127890,2023-10-08,611493.2,Lumpsum,18-24,50L+,Tier 2,Madhya Pradesh
23110,3610,144321,2023-01-20,692309.61,Lumpsum,25-34,5L-10L,Tier 1,Haryana
23111,2562,142517,2024-05-11,9509.51,SIP,18-24,< 5L,Tier 3,West Bengal
23112,3980,129876,2026-04-05,334603.4,Lumpsum,45-54,< 5L,Tier 3,Delhi
23113,4340,131234,2022-05-20,9108.9,SIP,25-34,10L-20L,Tier 3,Delhi
23114,4972,136789,2024-06-26,395854.19,Redemption,65+,< 5L,Tier 3,Madhya Pradesh
23115,2763,120987,2025-04-15,37228.87,SIP,45-54,10L-20L,Tier 3,West Bengal
23116,3133,147210,2022-08-21,732960.81,Lumpsum,45-54,< 5L,Tier 2,Maharashtra
23117,1939,148540,2025-10-14,136105.26,Lumpsum,65+,5L-10L,Tier 1,Telangana
23118,2569,129876,2024-01-20,14541.83,SIP,45-54,< 5L,Tier 2,Uttar Pradesh
23119,3223,152167,2023-03-24,25521.69,SIP,45-54,5L-10L,Tier 2,Uttar Pradesh
23120,406,118834,2022-07-01,394430.2,Redemption,25-34,20L-50L,Tier 3,Haryana
23121,4375,151234,2023-10-17,34705.53,SIP,25-34,5L-10L,Tier 3,Tamil Nadu
23122,4939,137654,2024-03-09,37243.18,SIP,35-44,50L+,Tier 1,West Bengal
23123,4064,116543,2025-07-09,15485.78,SIP,45-54,20L-50L,Tier 1,Kerala
23124,630,115678,2024-09-25,111883.01,Lumpsum,45-54,20L-50L,Tier 2,Haryana
23125,1779,116543,2022-09-13,35742.78,SIP,55-64,50L+,Tier 3,Gujarat
23126,3018,129876,2022-07-10,5722.17,SIP,35-44,50L+,Tier 3,Karnataka
23127,3118,141234,2025-10-24,23369.56,SIP,25-34,< 5L,Tier 2,Uttar Pradesh
23128,653,125497,2025-11-01,836417.92,Lumpsum,35-44,5L-10L,Tier 3,Tamil Nadu
23129,384,142517,2023-09-23,62283.57,Redemption,65+,50L+,Tier 3,Madhya Pradesh
23130,2334,140987,2023-03-08,24830.06,SIP,35-44,10L-20L,Tier 1,Kerala
23131,3393,128472,2024-03-30,284677.0,Redemption,55-64,20L-50L,Tier 2,Kerala
23132,4419,118765,2026-05-16,270032.23,Redemption,45-54,< 5L,Tier 3,Karnataka
23133,2427,118834,2024-10-15,14309.59,SIP,18-24,20L-50L,Tier 1,Tamil Nadu
23134,3123,116543,2023-12-08,212805.25,Lumpsum,25-34,20L-50L,Tier 1,Telangana
23135,3223,152167,2024-01-06,296295.13,Redemption,45-54,5L-10L,Tier 2,Uttar Pradesh
23136,4293,124567,2023-04-15,9611.8,SIP,65+,20L-50L,Tier 2,Uttar Pradesh
23137,1776,138543,2023-05-08,10998.96,SIP,65+,10L-20L,Tier 2,Telangana
23138,2489,131234,2023-06-07,176991.86,Lumpsum,25-34,50L+,Tier 3,Telangana
23139,856,139847,2024-12-18,266173.88,Lumpsum,65+,10L-20L,Tier 1,Telangana
23140,817,124567,2025-01-08,40340.71,SIP,35-44,50L+,Tier 3,Tamil Nadu
23141,2453,141234,2022-07-23,300267.24,Lumpsum,18-24,10L-20L,Tier 1,Delhi
23142,2003,144321,2022-02-16,17272.03,SIP,25-34,10L-20L,Tier 1,Gujarat
23143,4847,118765,2025-09-28,48153.51,Lumpsum,55-64,20L-50L,Tier 3,Tamil Nadu
23144,210,141234,2022-11-01,657266.02,Lumpsum,45-54,10L-20L,Tier 1,West Bengal
23145,610,129876,2022-07-16,96968.7,Lumpsum,55-64,10L-20L,Tier 3,Karnataka
23146,764,154321,2022-11-26,37099.24,SIP,35-44,< 5L,Tier 3,Rajasthan
23147,2215,134567,2023-11-23,389883.77,Redemption,18-24,< 5L,Tier 3,Haryana
23148,2047,141234,2022-02-09,927587.09,Lumpsum,45-54,5L-10L,Tier 3,Maharashtra
23149,4392,138291,2025-11-10,31700.18,SIP,35-44,50L+,Tier 2,Tamil Nadu
23150,4399,146783,2023-06-18,24121.87,SIP,35-44,20L-50L,Tier 1,West Bengal
23151,614,121098,2022-01-29,30950.62,SIP,35-44,20L-50L,Tier 1,Uttar Pradesh
23152,3955,150345,2022-02-12,304312.09,Lumpsum,55-64,10L-20L,Tier 2,Tamil Nadu
23153,2654,116543,2024-04-25,398918.17,Lumpsum,18-24,10L-20L,Tier 3,West Bengal
23154,1866,145672,2024-05-21,27124.71,SIP,55-64,50L+,Tier 3,Uttar Pradesh
23155,927,137654,2023-10-25,30422.91,SIP,25-34,< 5L,Tier 2,Telangana
23156,248,119418,2024-10-31,3699.57,SIP,35-44,< 5L,Tier 2,Uttar Pradesh
23157,4464,133322,2023-08-30,218239.62,Lumpsum,45-54,5L-10L,Tier 2,West Bengal
23158,4081,128472,2022-11-09,15516.43,SIP,18-24,10L-20L,Tier 2,Maharashtra
23159,113,129876,2024-11-05,132348.9,Lumpsum,55-64,50L+,Tier 3,West Bengal
23160,1127,118834,2022-10-25,20168.71,SIP,55-64,50L+,Tier 3,Rajasthan
23161,1763,144321,2025-02-07,39835.63,SIP,25-34,< 5L,Tier 3,Tamil Nadu
23162,708,149012,2023-10-25,588127.3,Lumpsum,18-24,< 5L,Tier 1,Rajasthan
23163,4934,115678,2022-09-08,12400.77,SIP,45-54,10L-20L,Tier 3,Karnataka
23164,1714,148540,2022-07-08,643739.23,Lumpsum,25-34,5L-10L,Tier 3,Haryana
23165,1906,143256,2024-12-06,155144.96,Redemption,25-34,10L-20L,Tier 1,Maharashtra
23166,1568,148540,2024-01-28,14292.55,SIP,35-44,< 5L,Tier 2,West Bengal
23167,901,129876,2026-05-29,45234.91,SIP,18-24,20L-50L,Tier 1,Delhi
