investor_id,age_group,gender,city_tier,annual_income_lakh,total_invested,num_transactions,avg_sip_amount
INV003719,26-35,Female,B30,8.3,169109,5,33821.8
INV003720,36-45,Female,B30,49.4,1632951,11,148450.0909090909
INV003721,26-35,Male,B30,19.5,5075,2,2537.5
INV003722,36-45,Female,B30,50.8,1850371,11,168215.54545454544
INV003723,26-35,Female,T30,10.9,531706,9,59078.444444444445
INV003724,56+,Male,B30,52.5,1140916,11,103719.63636363637
INV003725,26-35,Female,T30,8.4,337590,4,84397.5
INV003726,26-35,Male,B30,24.1,393716,5,78743.2
INV003727,18-25,Female,T30,7.2,158971,3,52990.333333333336
INV003728,26-35,Male,T30,16.2,741980,5,148396.0
INV003729,26-35,Male,T30,21.3,40906,1,40906.0
INV003730,26-35,Male,B30,23.1,592695,3,197565.0
INV003731,26-35,Female,B30,9.9,2277196,12,189766.33333333334
INV003732,36-45,Male,T30,56.1,2556852,12,213071.0
INV003733,26-35,Male,T30,12.6,1201810,10,120181.0
INV003734,56+,Male,B30,70.3,550720,10,55072.0
INV003735,36-45,Female,T30,13.9,607402,11,55218.36363636364
INV003736,18-25,Male,B30,4.9,1581620,12,131801.66666666666
INV003737,18-25,Male,T30,4.4,1394497,10,139449.7
INV003738,26-35,Male,T30,19.0,889513,9,98834.77777777778
INV003739,46-55,Female,T30,81.0,941571,7,134510.14285714287
INV003740,56+,Female,T30,16.2,1236535,11,112412.27272727272
INV003741,36-45,Male,B30,30.3,563608,9,62623.11111111111
INV003742,56+,Female,T30,53.9,808139,5,161627.8
INV003743,46-55,Male,T30,79.9,827366,6,137894.33333333334
INV003744,18-25,Female,B30,4.1,1604217,12,133684.75
INV003745,36-45,Male,T30,17.8,1958360,12,163196.66666666666
INV003746,56+,Female,B30,57.0,356141,1,356141.0
INV003747,26-35,Female,T30,21.7,821969,7,117424.14285714286
INV003748,46-55,Male,T30,66.4,1212942,12,101078.5
INV003749,36-45,Female,T30,25.6,364046,5,72809.2
INV003750,26-35,Female,B30,23.6,251486,6,41914.333333333336
INV003751,26-35,Male,T30,14.1,321289,6,53548.166666666664
INV003752,46-55,Male,T30,24.4,477604,3,159201.33333333334
INV003753,36-45,Male,T30,57.4,17810,2,8905.0
INV003754,36-45,Female,T30,23.2,549608,1,549608.0
INV003755,46-55,Male,T30,42.7,605209,5,121041.8
INV003756,26-35,Male,T30,6.9,773167,9,85907.44444444444
INV003757,18-25,Male,B30,3.7,487952,9,54216.88888888889
INV003758,26-35,Female,T30,11.2,282540,5,56508.0
INV003759,26-35,Male,T30,6.1,919479,5,183895.8
INV003760,26-35,Male,T30,15.4,458495,3,152831.66666666666
INV003761,46-55,Male,B30,61.2,417186,10,41718.6
INV003762,36-45,Male,T30,39.4,996800,8,124600.0
INV003763,26-35,Female,B30,19.1,50583,3,16861.0
INV003764,46-55,Female,B30,16.0,166105,2,83052.5
INV003765,26-35,Male,B30,11.1,838965,7,119852.14285714286
INV003766,36-45,Male,T30,52.3,1032643,12,86053.58333333333
INV003767,36-45,Female,B30,13.6,769844,12,64153.666666666664
INV003768,18-25,Male,T30,4.9,11363,2,5681.5
INV003769,46-55,Female,T30,74.8,1329674,8,166209.25
INV003770,46-55,Male,T30,77.8,313359,2,156679.5
INV003771,46-55,Male,T30,47.6,711262,12,59271.833333333336
INV003772,18-25,Female,B30,6.8,697876,11,63443.27272727273
INV003773,46-55,Female,T30,53.9,1125157,6,187526.16666666666
INV003774,26-35,Male,T30,17.5,8153,1,8153.0
INV003775,56+,Male,T30,12.8,517027,9,57447.444444444445
INV003776,26-35,Male,B30,22.7,361932,2,180966.0
INV003777,46-55,Male,T30,94.5,12031,1,12031.0
INV003778,36-45,Male,T30,59.4,1216994,10,121699.4
INV003779,26-35,Male,T30,21.9,647438,8,80929.75
INV003780,26-35,Male,B30,10.1,722906,10,72290.6
INV003781,26-35,Male,B30,15.8,1339079,11,121734.45454545454
INV003782,36-45,Male,T30,44.5,1445434,11,131403.0909090909
INV003783,18-25,Male,T30,3.5,1328296,11,120754.18181818182
INV003784,56+,Female,T30,8.2,243086,2,121543.0
INV003785,36-45,Male,T30,28.2,386433,7,55204.71428571428
INV003786,36-45,Male,T30,55.0,195047,3,65015.666666666664
INV003787,46-55,Male,B30,29.3,660714,12,55059.5
INV003788,18-25,Male,T30,3.1,720969,6,120161.5
INV003789,36-45,Male,B30,29.9,1242976,7,177568.0
INV003790,26-35,Male,T30,10.5,459153,1,459153.0
INV003791,46-55,Male,B30,77.4,1196173,11,108743.0
INV003792,46-55,Male,T30,17.9,602168,7,86024.0
INV003793,46-55,Male,T30,94.3,907332,9,100814.66666666667
INV003794,26-35,Male,T30,22.1,1872555,11,170232.27272727274
INV003795,18-25,Male,T30,7.6,1099859,12,91654.91666666667
INV003796,26-35,Male,T30,19.1,444876,2,222438.0
INV003797,26-35,Male,T30,6.6,1771215,8,221401.875
INV003798,36-45,Male,T30,53.9,1054083,9,117120.33333333333
INV003799,18-25,Male,B30,5.6,416766,8,52095.75
INV003800,26-35,Male,B30,18.8,586331,4,146582.75
INV003801,26-35,Male,T30,17.8,360674,6,60112.333333333336
INV003802,18-25,Female,B30,5.5,13397,1,13397.0
INV003803,26-35,Male,T30,10.8,1337295,7,191042.14285714287
INV003804,46-55,Male,T30,81.9,774062,4,193515.5
INV003805,26-35,Female,T30,17.0,749216,5,149843.2
INV003806,26-35,Male,T30,14.7,787429,7,112489.85714285714
INV003807,46-55,Male,B30,76.4,149626,2,74813.0
INV003808,46-55,Female,B30,62.5,1718145,10,171814.5
INV003809,36-45,Male,B30,45.3,1239105,6,206517.5
INV003810,26-35,Male,B30,24.7,2350686,8,293835.75
INV003811,46-55,Female,T30,83.6,1643813,11,149437.54545454544
INV003812,18-25,Female,B30,3.6,1334596,11,121326.90909090909
INV003813,36-45,Male,B30,23.6,700454,8,87556.75
INV003814,36-45,Female,B30,12.5,471143,3,157047.66666666666
INV003815,36-45,Male,T30,38.7,1561443,12,130120.25
INV003816,26-35,Female,T30,17.0,937996,4,234499.0
INV003817,26-35,Male,T30,9.0,1218270,6,203045.0
INV003818,36-45,Male,T30,25.3,402107,3,134035.66666666666
INV003819,26-35,Male,T30,19.0,288285,5,57657.0
INV003820,56+,Male,T30,61.2,483253,5,96650.6
INV003821,18-25,Female,T30,6.4,804198,7,114885.42857142857
INV003822,26-35,Male,T30,12.9,1612279,9,179142.11111111112
INV003823,26-35,Male,T30,10.5,492715,7,70387.85714285714
INV003824,26-35,Male,T30,9.4,1841368,12,153447.33333333334
INV003825,56+,Male,T30,69.6,530735,8,66341.875
INV003826,18-25,Male,T30,7.7,482358,3,160786.0
INV003827,26-35,Male,T30,12.1,10093,1,10093.0
INV003828,18-25,Male,T30,7.6,1006033,10,100603.3
INV003829,36-45,Male,B30,55.6,456361,12,38030.083333333336
INV003830,26-35,Male,B30,17.6,986735,10,98673.5
INV003831,56+,Male,T30,21.2,3340,1,3340.0
INV003832,46-55,Male,B30,34.4,420804,8,52600.5
INV003833,26-35,Male,T30,11.7,456418,6,76069.66666666667
INV003834,36-45,Male,B30,25.1,244277,6,40712.833333333336
INV003835,36-45,Female,T30,58.3,511145,7,73020.71428571429
INV003836,36-45,Male,T30,12.4,636966,7,90995.14285714286
INV003837,26-35,Female,B30,15.2,334381,2,167190.5
INV003838,18-25,Female,T30,5.1,974791,3,324930.3333333333
INV003839,26-35,Female,T30,11.5,9224,2,4612.0
INV003840,36-45,Male,T30,54.6,60360,3,20120.0
INV003841,26-35,Male,B30,15.7,503535,2,251767.5
INV003842,36-45,Male,T30,34.3,720456,3,240152.0
INV003843,56+,Male,B30,31.8,25121,1,25121.0
INV003844,26-35,Female,B30,15.9,1195166,11,108651.45454545454
INV003845,26-35,Female,T30,10.1,267787,4,66946.75
INV003846,46-55,Female,B30,44.2,737601,8,92200.125
INV003847,26-35,Male,T30,19.7,728655,12,60721.25
INV003848,26-35,Male,T30,24.0,1278238,9,142026.44444444444
INV003849,26-35,Male,B30,7.6,857519,8,107189.875
INV003850,56+,Female,T30,73.1,43811,1,43811.0
INV003851,46-55,Male,T30,60.6,1061210,11,96473.63636363637
INV003852,56+,Male,T30,12.2,91972,3,30657.333333333332
INV003853,26-35,Male,B30,16.1,1125858,9,125095.33333333333
INV003854,26-35,Male,T30,16.5,187297,5,37459.4
INV003855,56+,Male,B30,58.1,439652,6,73275.33333333333
INV003856,36-45,Male,T30,46.7,200046,5,40009.2
INV003857,18-25,Male,T30,3.8,2161038,7,308719.71428571426
INV003858,36-45,Male,T30,21.6,407811,5,81562.2
INV003859,36-45,Male,T30,28.5,526947,5,105389.4
INV003860,26-35,Male,T30,20.4,1430848,11,130077.09090909091
INV003861,26-35,Female,T30,13.8,128960,1,128960.0
INV003862,26-35,Male,T30,17.0,412044,9,45782.666666666664
INV003863,36-45,Male,T30,13.9,6928,2,3464.0
INV003864,36-45,Female,T30,49.8,527430,4,131857.5
INV003865,18-25,Female,T30,3.3,633518,10,63351.8
INV003866,46-55,Female,B30,92.0,203152,2,101576.0
INV003867,18-25,Male,B30,4.4,504587,4,126146.75
INV003868,36-45,Male,T30,25.8,341572,9,37952.444444444445
INV003869,18-25,Male,T30,5.0,278638,5,55727.6
INV003870,26-35,Male,T30,15.0,917476,5,183495.2
INV003871,18-25,Male,B30,7.6,687469,4,171867.25
INV003872,26-35,Male,B30,20.1,1036120,11,94192.72727272728
INV003873,36-45,Female,T30,37.2,354071,4,88517.75
INV003874,26-35,Female,B30,16.5,1321969,9,146885.44444444444
INV003875,26-35,Male,B30,10.1,1064,1,1064.0
INV003876,18-25,Male,B30,5.6,1175061,10,117506.1
INV003877,36-45,Female,B30,25.4,663193,6,110532.16666666667
INV003878,56+,Male,T30,27.9,50637,5,10127.4
INV003879,26-35,Male,T30,13.6,61493,2,30746.5
INV003880,26-35,Male,T30,9.6,52016,8,6502.0
INV003881,36-45,Female,T30,23.0,2997,1,2997.0
INV003882,36-45,Male,B30,51.6,737000,7,105285.71428571429
INV003883,26-35,Male,T30,6.7,1010259,8,126282.375
INV003884,18-25,Male,B30,6.6,145853,5,29170.6
INV003885,36-45,Male,T30,52.3,211884,7,30269.14285714286
INV003886,26-35,Male,T30,19.7,1915,1,1915.0
INV003887,56+,Female,B30,54.1,1306852,8,163356.5
INV003888,56+,Female,T30,8.6,1404708,10,140470.8
INV003889,46-55,Male,B30,42.6,1138734,4,284683.5
INV003890,26-35,Male,B30,18.8,810017,2,405008.5
INV003891,26-35,Male,T30,21.8,572170,5,114434.0
INV003892,46-55,Male,B30,24.4,566340,12,47195.0
INV003893,46-55,Male,T30,78.5,353775,3,117925.0
INV003894,26-35,Male,B30,14.9,1431061,9,159006.77777777778
INV003895,26-35,Male,B30,14.2,210801,2,105400.5
INV003896,56+,Female,B30,14.3,630552,8,78819.0
INV003897,26-35,Male,B30,24.0,83553,6,13925.5
INV003898,26-35,Male,T30,6.2,790554,4,197638.5
INV003899,36-45,Female,T30,21.3,1218551,9,135394.55555555556
INV003900,36-45,Male,T30,27.7,84971,3,28323.666666666668
INV003901,46-55,Male,T30,45.4,1575680,10,157568.0
INV003902,26-35,Male,B30,23.1,1375351,10,137535.1
INV003903,18-25,Female,B30,6.6,1379099,11,125372.63636363637
INV003904,46-55,Male,T30,67.6,385839,5,77167.8
INV003905,26-35,Male,T30,24.3,70428,7,10061.142857142857
INV003906,36-45,Male,B30,39.7,352933,11,32084.81818181818
INV003907,46-55,Male,T30,62.6,680403,8,85050.375
INV003908,26-35,Female,B30,13.8,1867760,9,207528.88888888888
INV003909,46-55,Male,T30,29.1,1562872,8,195359.0
INV003910,26-35,Male,T30,8.8,846416,8,105802.0
INV003911,36-45,Male,T30,21.5,640165,8,80020.625
INV003912,26-35,Male,T30,8.5,819109,9,91012.11111111111
INV003913,36-45,Male,T30,51.7,52158,8,6519.75
INV003914,26-35,Male,T30,8.9,103679,2,51839.5
INV003915,26-35,Female,T30,19.7,472905,2,236452.5
INV003916,26-35,Male,B30,23.6,1360318,10,136031.8
INV003917,26-35,Male,B30,16.0,5765,2,2882.5
INV003918,56+,Male,T30,51.2,2255681,12,187973.41666666666
INV003919,18-25,Male,T30,3.4,310861,4,77715.25
INV003920,26-35,Male,T30,20.3,1319862,12,109988.5
INV003921,46-55,Male,B30,87.4,3225,2,1612.5
INV003922,56+,Male,T30,59.9,1016464,3,338821.3333333333
INV003923,26-35,Female,T30,6.7,405790,2,202895.0
INV003924,26-35,Male,T30,20.1,53873,2,26936.5
INV003925,26-35,Female,B30,14.2,440551,7,62935.857142857145
INV003926,46-55,Male,T30,92.8,1252558,8,156569.75
INV003927,36-45,Female,T30,15.3,189761,2,94880.5
INV003928,36-45,Male,T30,22.8,425522,5,85104.4
INV003929,56+,Male,B30,28.0,546945,3,182315.0
INV003930,36-45,Male,T30,16.2,406317,1,406317.0
INV003931,26-35,Male,T30,17.7,743504,5,148700.8
INV003932,26-35,Male,B30,15.7,40445,4,10111.25
INV003933,18-25,Female,B30,3.0,8972,1,8972.0
INV003934,26-35,Male,T30,24.1,664589,4,166147.25
INV003935,26-35,Male,B30,7.6,401779,2,200889.5
INV003936,36-45,Male,T30,19.8,1946104,12,162175.33333333334
INV003937,56+,Male,B30,31.8,931665,5,186333.0
INV003938,36-45,Female,T30,15.3,1006945,11,91540.45454545454
INV003939,36-45,Female,B30,58.1,17178,2,8589.0
INV003940,36-45,Male,T30,21.6,1321595,12,110132.91666666667
INV003941,26-35,Male,B30,8.0,371895,4,92973.75
INV003942,26-35,Female,B30,23.3,732422,8,91552.75
INV003943,46-55,Male,T30,46.2,394148,11,35831.63636363636
INV003944,26-35,Male,T30,17.5,97814,2,48907.0
INV003945,46-55,Female,T30,48.3,1094470,11,99497.27272727272
INV003946,26-35,Female,B30,9.2,814585,9,90509.44444444444
INV003947,26-35,Male,T30,12.9,781074,7,111582.0
INV003948,18-25,Female,T30,7.5,637358,9,70817.55555555556
INV003949,56+,Male,B30,54.8,477806,5,95561.2
INV003950,26-35,Male,B30,11.1,379239,5,75847.8
INV003951,18-25,Male,T30,7.8,1176864,9,130762.66666666667
INV003952,36-45,Male,T30,48.8,449116,9,49901.77777777778
INV003953,36-45,Male,T30,17.4,142737,3,47579.0
INV003954,26-35,Male,B30,7.1,167457,5,33491.4
INV003955,26-35,Female,T30,8.9,13434,5,2686.8
INV003956,36-45,Male,B30,32.3,714188,5,142837.6
INV003957,36-45,Male,T30,30.9,1721306,11,156482.36363636365
INV003958,18-25,Male,B30,6.6,1271693,12,105974.41666666667
INV003959,46-55,Male,T30,81.1,326111,2,163055.5
INV003960,26-35,Female,T30,18.6,527797,6,87966.16666666667
INV003961,46-55,Male,B30,39.6,1355938,11,123267.09090909091
INV003962,26-35,Male,T30,20.4,819322,11,74483.81818181818
INV003963,26-35,Male,T30,18.1,17696,4,4424.0
INV003964,26-35,Male,T30,16.7,880434,12,73369.5
INV003965,56+,Male,T30,28.3,7547,1,7547.0
INV003966,46-55,Male,B30,79.6,558692,4,139673.0
INV003967,46-55,Male,B30,79.9,812947,7,116135.28571428571
INV003968,46-55,Female,T30,58.7,1192347,10,119234.7
INV003969,46-55,Male,T30,76.3,9624,2,4812.0
INV003970,18-25,Male,T30,4.1,1408523,10,140852.3
INV003971,26-35,Male,T30,14.1,31623,4,7905.75
INV003972,26-35,Male,B30,10.2,1000401,9,111155.66666666667
INV003973,26-35,Male,T30,11.4,1124006,9,124889.55555555556
INV003974,46-55,Male,B30,73.6,1118434,12,93202.83333333333
INV003975,36-45,Male,T30,26.2,1048728,11,95338.90909090909
INV003976,46-55,Male,T30,18.9,116716,5,23343.2
INV003977,46-55,Male,B30,77.8,952898,8,119112.25
INV003978,26-35,Female,T30,6.2,787646,10,78764.6
INV003979,36-45,Male,T30,44.4,881940,12,73495.0
INV003980,26-35,Male,T30,7.1,156943,4,39235.75
INV003981,46-55,Male,B30,46.7,690352,10,69035.2
INV003982,36-45,Female,B30,34.4,1191664,7,170237.7142857143
INV003983,26-35,Female,B30,22.3,974186,4,243546.5
INV003984,56+,Female,B30,30.1,70321,3,23440.333333333332
INV003985,18-25,Male,B30,4.3,153206,7,21886.571428571428
INV003986,36-45,Male,T30,44.2,896839,7,128119.85714285714
INV003987,26-35,Female,B30,24.1,558937,9,62104.11111111111
INV003988,26-35,Male,B30,19.1,244804,2,122402.0
INV003989,26-35,Male,B30,24.6,1482555,9,164728.33333333334
INV003990,18-25,Male,T30,5.3,252542,3,84180.66666666667
INV003991,26-35,Female,T30,20.9,9861,2,4930.5
INV003992,46-55,Female,B30,86.8,205921,6,34320.166666666664
INV003993,46-55,Male,T30,32.2,190848,5,38169.6
INV003994,18-25,Male,B30,4.5,40466,1,40466.0
INV003995,36-45,Female,B30,33.8,1088542,6,181423.66666666666
INV003996,36-45,Female,T30,39.8,724424,9,80491.55555555556
INV003997,36-45,Male,T30,48.3,883260,8,110407.5
INV003998,26-35,Male,T30,12.5,350514,4,87628.5
INV003999,26-35,Female,B30,21.2,231704,2,115852.0
INV004000,26-35,Male,T30,12.3,25217,1,25217.0
INV004001,56+,Female,T30,52.7,658564,10,65856.4
INV004002,56+,Male,B30,33.1,781596,4,195399.0
INV004003,26-35,Male,T30,9.5,1253306,9,139256.22222222222
INV004004,18-25,Male,T30,3.1,752428,12,62702.333333333336
INV004005,26-35,Male,T30,11.0,1371191,11,124653.72727272728
INV004006,56+,Male,B30,59.1,947553,10,94755.3
INV004007,18-25,Female,T30,4.5,504038,9,56004.22222222222
INV004008,46-55,Male,B30,17.2,437026,4,109256.5
INV004009,18-25,Male,T30,5.6,814468,10,81446.8
INV004010,36-45,Male,T30,37.1,279418,1,279418.0
INV004011,18-25,Female,B30,5.0,1150886,7,164412.2857142857
INV004012,46-55,Male,T30,82.3,10321,5,2064.2
INV004013,18-25,Male,T30,7.6,289965,1,289965.0
INV004014,56+,Female,T30,27.2,610127,11,55466.09090909091
INV004015,18-25,Female,T30,7.6,1681983,11,152907.54545454544
INV004016,36-45,Male,T30,21.0,483221,5,96644.2
INV004017,36-45,Male,T30,36.7,1125221,11,102292.81818181818
INV004018,56+,Male,T30,47.9,1142387,7,163198.14285714287
INV004019,26-35,Male,T30,20.9,783745,8,97968.125
INV004020,18-25,Male,T30,7.6,417,1,417.0
INV004021,36-45,Male,B30,33.8,27282,1,27282.0
INV004022,36-45,Male,B30,21.9,495790,3,165263.33333333334
INV004023,46-55,Male,T30,69.6,135403,10,13540.3
INV004024,36-45,Male,T30,23.1,1619728,12,134977.33333333334
INV004025,56+,Male,T30,18.7,657220,6,109536.66666666667
INV004026,26-35,Female,B30,8.3,91979,7,13139.857142857143
INV004027,26-35,Male,B30,8.7,880836,4,220209.0
INV004028,18-25,Male,T30,3.3,1419221,10,141922.1
INV004029,36-45,Male,B30,31.9,10542,1,10542.0
INV004030,18-25,Female,T30,4.4,978260,8,122282.5
INV004031,36-45,Male,T30,27.5,13703,2,6851.5
INV004032,46-55,Male,T30,55.5,790132,8,98766.5
INV004033,36-45,Male,T30,56.1,1814603,9,201622.55555555556
INV004034,46-55,Male,B30,71.0,341077,2,170538.5
INV004035,26-35,Male,T30,12.2,373062,4,93265.5
INV004036,56+,Female,B30,51.7,965414,6,160902.33333333334
INV004037,26-35,Male,T30,20.8,896166,8,112020.75
INV004038,26-35,Female,T30,24.6,1221885,12,101823.75
INV004039,46-55,Female,T30,89.7,32828,2,16414.0
INV004040,36-45,Male,T30,54.3,505628,7,72232.57142857143
INV004041,36-45,Male,T30,51.1,545038,4,136259.5
INV004042,36-45,Male,B30,36.0,864780,4,216195.0
INV004043,36-45,Female,B30,39.5,587188,5,117437.6
INV004044,46-55,Male,T30,82.3,763173,6,127195.5
INV004045,18-25,Male,T30,4.2,273575,7,39082.142857142855
INV004046,36-45,Male,T30,53.6,36574,3,12191.333333333334
INV004047,26-35,Male,T30,15.0,250537,2,125268.5
INV004048,26-35,Male,T30,13.0,339114,2,169557.0
INV004049,36-45,Male,T30,31.1,1019101,11,92645.54545454546
INV004050,26-35,Male,T30,15.5,732902,8,91612.75
INV004051,36-45,Female,B30,28.8,1488118,10,148811.8
INV004052,26-35,Female,B30,15.5,979750,7,139964.2857142857
INV004053,26-35,Male,T30,20.8,289741,2,144870.5
INV004054,26-35,Female,T30,6.4,910752,4,227688.0
INV004055,26-35,Male,T30,8.8,544,1,544.0
INV004056,26-35,Male,T30,8.3,254924,4,63731.0
INV004057,26-35,Male,T30,9.9,158466,3,52822.0
INV004058,26-35,Male,T30,22.5,342628,6,57104.666666666664
INV004059,26-35,Female,T30,17.0,222209,3,74069.66666666667
INV004060,46-55,Male,T30,19.2,200561,2,100280.5
INV004061,26-35,Male,T30,22.2,496037,4,124009.25
INV004062,36-45,Female,T30,39.9,592764,4,148191.0
INV004063,36-45,Male,T30,19.3,1059126,12,88260.5
INV004064,26-35,Male,T30,16.1,2485177,12,207098.08333333334
INV004065,26-35,Male,T30,6.1,1093927,4,273481.75
INV004066,46-55,Male,T30,30.8,1438671,10,143867.1
INV004067,26-35,Male,T30,8.5,583733,8,72966.625
INV004068,46-55,Male,T30,63.0,76846,3,25615.333333333332
INV004069,26-35,Male,T30,21.8,778768,9,86529.77777777778
INV004070,26-35,Male,T30,13.8,1046583,12,87215.25
INV004071,36-45,Female,T30,22.2,726271,6,121045.16666666667
INV004072,36-45,Male,T30,50.6,522978,2,261489.0
INV004073,46-55,Female,T30,32.6,432216,7,61745.142857142855
INV004074,46-55,Female,T30,85.0,46757,3,15585.666666666666
INV004075,36-45,Male,T30,56.5,520435,7,74347.85714285714
INV004076,26-35,Male,T30,15.7,398551,6,66425.16666666667
INV004077,18-25,Female,T30,3.5,255753,4,63938.25
INV004078,18-25,Male,T30,3.8,1469459,9,163273.22222222222
INV004079,36-45,Female,T30,57.2,1030788,10,103078.8
INV004080,26-35,Female,B30,18.7,1143023,8,142877.875
INV004081,46-55,Female,T30,43.8,549055,4,137263.75
INV004082,56+,Male,B30,26.0,423498,4,105874.5
INV004083,18-25,Male,T30,7.8,150949,2,75474.5
INV004084,26-35,Male,T30,9.9,643554,7,91936.28571428571
INV004085,36-45,Female,T30,34.5,641929,10,64192.9
INV004086,46-55,Male,B30,54.9,296646,2,148323.0
INV004087,18-25,Male,T30,5.5,352213,4,88053.25
INV004088,36-45,Male,T30,26.8,509501,3,169833.66666666666
INV004089,36-45,Female,T30,15.2,1214466,9,134940.66666666666
INV004090,36-45,Female,B30,28.6,382465,5,76493.0
INV004091,26-35,Male,T30,7.2,988186,11,89835.09090909091
INV004092,18-25,Female,B30,4.4,276524,2,138262.0
INV004093,36-45,Male,B30,23.6,21073,1,21073.0
INV004094,26-35,Female,B30,10.0,498658,8,62332.25
INV004095,26-35,Female,B30,14.6,236334,4,59083.5
INV004096,36-45,Male,B30,57.1,1935335,11,175939.54545454544
INV004097,56+,Male,T30,52.9,240082,4,60020.5
INV004098,26-35,Male,T30,11.3,660586,8,82573.25
INV004099,26-35,Male,T30,22.6,1065272,10,106527.2
INV004100,26-35,Male,T30,20.7,2016151,11,183286.45454545456
INV004101,46-55,Male,T30,44.6,791523,3,263841.0
INV004102,26-35,Female,B30,6.6,779125,7,111303.57142857143
INV004103,46-55,Male,T30,45.0,524457,3,174819.0
INV004104,26-35,Male,B30,10.5,1592553,9,176950.33333333334
INV004105,26-35,Female,B30,22.1,247802,4,61950.5
INV004106,26-35,Male,T30,16.3,127689,6,21281.5
INV004107,26-35,Male,T30,12.6,460083,3,153361.0
INV004108,36-45,Female,T30,22.5,819559,7,117079.85714285714
INV004109,56+,Female,T30,59.8,529643,7,75663.28571428571
INV004110,18-25,Male,T30,5.5,661802,7,94543.14285714286
INV004111,36-45,Male,T30,27.4,591688,3,197229.33333333334
INV004112,46-55,Male,B30,30.0,678707,9,75411.88888888889
INV004113,36-45,Male,T30,51.8,15112,2,7556.0
INV004114,26-35,Male,B30,9.4,681896,7,97413.71428571429
INV004115,56+,Male,T30,69.9,343028,4,85757.0
INV004116,36-45,Male,T30,59.4,373951,11,33995.545454545456
INV004117,18-25,Male,B30,6.2,793668,6,132278.0
INV004118,36-45,Male,T30,26.2,1193263,9,132584.77777777778
INV004119,26-35,Female,B30,13.0,642060,8,80257.5
INV004120,18-25,Male,T30,7.2,217571,5,43514.2
INV004121,26-35,Female,T30,22.3,470488,4,117622.0
INV004122,26-35,Male,T30,20.5,12345,2,6172.5
INV004123,36-45,Male,T30,53.8,74440,6,12406.666666666666
INV004124,56+,Male,B30,76.4,1353537,10,135353.7
INV004125,26-35,Male,T30,9.4,583352,12,48612.666666666664
INV004126,26-35,Female,T30,14.7,337993,2,168996.5
INV004127,36-45,Female,T30,27.3,726625,9,80736.11111111111
INV004128,18-25,Male,B30,3.3,1439772,12,119981.0
INV004129,46-55,Male,B30,70.2,8115,2,4057.5
INV004130,36-45,Male,B30,57.9,1210143,7,172877.57142857142
INV004131,26-35,Male,B30,10.3,459832,7,65690.28571428571
INV004132,18-25,Male,T30,6.3,974203,6,162367.16666666666
INV004133,36-45,Male,B30,41.6,400780,5,80156.0
INV004134,36-45,Male,T30,24.4,284585,8,35573.125
INV004135,26-35,Female,B30,18.7,639424,12,53285.333333333336
INV004136,18-25,Male,T30,3.2,315913,1,315913.0
INV004137,18-25,Female,T30,6.2,1784820,10,178482.0
INV004138,36-45,Male,T30,18.2,1411109,10,141110.9
INV004139,56+,Female,T30,61.1,387683,4,96920.75
INV004140,46-55,Female,B30,41.6,1273282,8,159160.25
INV004141,36-45,Female,T30,45.8,138770,1,138770.0
INV004142,26-35,Male,T30,12.0,986206,9,109578.44444444444
INV004143,18-25,Male,T30,7.4,880081,10,88008.1
INV004144,26-35,Female,T30,18.9,11072,2,5536.0
INV004145,18-25,Male,T30,4.9,1737515,11,157955.9090909091
INV004146,56+,Male,B30,40.7,1183004,10,118300.4
INV004147,26-35,Female,B30,10.1,625065,7,89295.0
INV004148,18-25,Male,B30,5.1,1205487,9,133943.0
INV004149,56+,Female,B30,78.2,358700,7,51242.857142857145
INV004150,18-25,Male,T30,6.2,726273,3,242091.0
INV004151,26-35,Male,B30,21.6,1296768,12,108064.0
INV004152,56+,Male,B30,44.0,382666,7,54666.57142857143
INV004153,46-55,Male,B30,96.3,720824,11,65529.454545454544
INV004154,18-25,Male,B30,4.7,173527,12,14460.583333333334
INV004155,36-45,Male,T30,43.3,8375,1,8375.0
INV004156,46-55,Female,T30,91.4,2543,1,2543.0
INV004157,36-45,Male,T30,39.1,980800,5,196160.0
INV004158,18-25,Female,T30,6.7,2876,1,2876.0
INV004159,18-25,Male,T30,6.3,213286,5,42657.2
INV004160,18-25,Male,B30,3.9,318663,5,63732.6
INV004161,46-55,Male,T30,94.7,796526,6,132754.33333333334
INV004162,18-25,Male,B30,5.1,307639,5,61527.8
INV004163,46-55,Male,B30,96.4,673778,7,96254.0
INV004164,18-25,Female,B30,4.7,457903,3,152634.33333333334
INV004165,26-35,Male,T30,9.3,875015,7,125002.14285714286
INV004166,26-35,Male,T30,6.1,456225,4,114056.25
INV004167,36-45,Male,T30,59.7,746356,3,248785.33333333334
INV004168,36-45,Female,B30,20.9,164753,3,54917.666666666664
INV004169,26-35,Female,B30,20.4,486532,5,97306.4
INV004170,36-45,Female,B30,34.5,6786,1,6786.0
INV004171,26-35,Female,B30,19.1,465203,4,116300.75
INV004172,26-35,Male,T30,18.5,381069,10,38106.9
INV004173,26-35,Male,T30,16.9,1603605,8,200450.625
INV004174,18-25,Male,B30,4.7,1136510,9,126278.88888888889
INV004175,36-45,Female,B30,51.8,89272,8,11159.0
INV004176,36-45,Female,B30,37.4,480154,2,240077.0
INV004177,26-35,Male,B30,14.7,341131,10,34113.1
INV004178,26-35,Male,T30,24.4,18052,5,3610.4
